id,title,abstract,label
8896,Joint write policy and fault-tolerance mechanism selection for caches in DSM technologies: Energy-reliability trade-off,"Write-through caches potentially have higher reliability than write-back caches. However, write-back caches are more energy efficient. This paper provides a comparison between the write-back and write-through policies based on the combination of reliability and energy consumption criteria. In the experiments, SIMPLESCALAR tool and CACTI model are used to evaluate the characteristics of the caches. The results show that a write-through cache with one parity bit per word is as reliable as a write-back cache with SEC-DED code per word. Furthermore, the results show that the energy saving of the write-through cache over the write-back cache increases if any of the following changes happens: i) a decrease in the feature size, ii) a decrease in the L2 cache size, and iii) an increase in the L1 cache size. The results also show that when feature size is bigger than 32 nm, the write-back cache is usually more energy efficient. However, for 32 nm and smaller feature sizes the write-through cache can be more energy efficient.",no
8895,Error compensation of workpiece localization,"Workpiece localization has direct relations with many manufacturing automation applications. In order to gain accurate workpiece measurement by coordinate measuring machines (CMM) or on-machine measurement system, the touch trigger probe is widely adopted. In spite of the high repeatability of the touch trigger probe, there are still error sources associated with the probe. In this paper, we will focus on probe radius compensation. Several compensation methods in related papers are reviewed. In addition, a new radius compensation method is proposed in this paper. Simulation and experimental results of probe radius compensation by different methods are given. It is shown that our proposed method has the best performance both in terms of compensation accuracy and computational time. The method is also implemented in a computer aided setup (CAS) system.",no
8894,Cesar-FD: An Effective Stateful Fault Detection Mechanism in Drug Discovery Grid,"Workflow management system is widely accepted and used in the wide area network environment, especially in the e-science application scenarios, to coordinate the operation of different functional components and to provide more powerful functions. The error-prone nature of the wide area network environment makes the fault-tolerance requirements of workflow management become more and more urgent. In this paper, we propose Cesar-FD, a stateful fault detection mechanism, which builds up states related to the runtime and external environments of workflow management system by aggregating multiple messages and provides more accurate notifications asynchronously. We demonstrate the use of this mechanism in the drug discovery grid environment by two use cases. We also show that it can be used to detect faulty situations more accurately.",no
8893,Polish N-Grams and Their Correction Process,"Word n-gram statistics collected from over 1 300 000 000 words are presented. Eventhough they were collected from various good sources, they contain several types of errors. The paper focuses on the process of partly supervised correction of the n- grams. Types of errors are described as well as our software allowing efficient and fast corrections.",no
8892,Efficient computation of confidence intervals forword error rates,"Word error rate is a standard measure of quality for different tasks such as speech recognition, OCR or machine translation. As such, it is important to compute it together with confidence intervals. Previous works in the literature employ Monte Carlo methods in order to compute those intervals. We show how to compute them without simulations. We also adapt a method that compares two systems over the same test data so that it can be used without simulations.",no
8891,Defects detection based on principal component analyses and support vector machines,"Woods are used in many fields. The appearance of woods is important for the quality of wood products. In this paper, we present an image series fusion method based principal component analyses and recognize the defects by support vector machines. We select the histogram of the feature image as feature vector, and send it to support vector machines for recognition and classification. The results show that this method can fuse the image series and detect the defects.",no
8890,Applying multifractal spectrum combined with fractal discrete brownian motion model to wood defects recognition for sawing,"Wood nondestructive testing technology is a new and comprehensive subject. In recent years it has achieved fast development. X-ray computed tomography (CT) scanning technology has been applied to the detection of internal defects in the logs for the purpose of obtaining prior information, which can be used to arrive at better wood sawing decision. Fractal geometry and its multifractal extension are new tools which can be used for describing, modeling, analyzing and processing different complex shapes and images. A method in CT image edge detection by using multifractal theory combined with fractal Brownian motion is applied in the paper. First its multifractal spectrum is estimated. Then different types of pixels are classified by the spectrum, smoothing edge point and singular edge point.",no
8889,Recognizing the Patterns of Wood Inner Defects Based on Wavelet Neural Networks,"Wood nondestructive detection technology is a new interdisciplinary technology, which has been successfully applied in wood production, wood processing, wood structure detection and many other fields. In the paper, ultrasonic nondestructive testing for wood defects is studied based on the energy spectrum variety of the ultrasonic signals by means of wavelet transform, coefficient of wavelet node and the artificial neural networks. The original signals of different elm specimen are dispelled by wavelet packet, and the signal energy variety of crunodes in the 5<sup>th</sup> layer wavelet bundle of both defect specimen and normal specimen without any defect is obtained. The experiment results show that the energy change of defect wood specimen mostly depends on the degree of wood defects. And the defect degree is proportional to the energy change. By comparing the energy variety of every signal crunode in the 5<sup>th</sup> layer wavelet bundle, it is explicit that the variety of the crunode (5,0) among 32 crunodes is the biggest. And the crunode contains defect character information mostly. The energy varieties of 32 crunodes in the 5<sup>th</sup> layer and wavelet radix of (5,0) crunode are respectively regarded as the character inputs of the artificial neural networks (ANN). Two ANN networks are analyzed according to the ability of identifying wood defect patterns through training network. The identifying results show that taking wavelet radix of (5,0) crunode as the character input is more effictive in recognizing the defect patterns of wood inner defects.",no
8888,Two dimensional image reconstruction of log cross-section defect based on stress wave technique,"Wood is a material that is produced biologically in the growing tree, making it vulnerable to the attack of fungi. This will reduce the quality of wood, especially for log. The 2D image reconstruction contributed greatly for log cross-section defect testing in order to promote the utilization rate of wood resources. At first, this paper studied the stress wave computerized tomography technique, and introduced the straight-line tracing technique and the Algebraic Reconstruction Technique (ART) algorithm. Then, the medium model was constructed for numerical simulation analysis. The reconstruction of the medium model was conducted using straight line tracing - ART algorithm, and the impact of the number of iterations for image reconstruction accuracy was analyzed. At last, this paper validated the feasibility for two-dimensional image reconstruction of log internal defects using this method by physical model testing. Empirical and medium model results showed that the convergence of straight line tracing - ART algorithm was fast and reconstruction image was good. The two-dimensional image reconstruction of log internal defects could basically be realized using the straight line tracing-algebraic reconstruction algorithm method. And the feasibility and practicality of theory and technique that proposed in this paper were validated by practical testing.",no
8887,On The Generalization of Error-Correcting WOM Codes,"WOM (write once memory) codes are codes for efficiently storing and updating data in a memory whose state transition is irreversible. Storage media that can be classified as WOM includes flash memories, optical disks and punch cards. Error-correcting WOM codes can correct errors besides its regular data updating capability. They are increasingly important for electronic memories using MLCs (multi-level cells), where the stored data are prone to errors. In this paper, we study error-correcting WOM codes that generalize the classic models. In particular, we study codes for jointly storing and updating multiple variables - instead of one variable - in WOMs with multi-level cells. The error-correcting codes we study here are also a natural extension of the recently proposed floating codes. We analyze the performance of the generalized error- correcting WOM codes and present several bounds. The number of valid states for a code is an important measure of its complexity. We present three optimal codes for storing two binary variables in n q-ary cells, where n = 1,2,3, respectively. We prove that among all the codes with the minimum number of valid states, the three codes maximize the total number of times the variables can be updated.",no
8886,A New Fault Ride-through Strategy for Doubly Fed Wind-Power Induction Generator,"Withstanding grid faults becomes an obligation for the bulk wind generation units connected to the transmission network and it is highly desired for distribution wind generators. In this paper, a proposed scheme is implemented for DFIG to keep it operating during transient grid faults. Challenges imposed on the generator configuration and the control during the fault and recovering periods are presented. A comprehensive time domain model for the DFIG with the decoupled dq controller is implemented using Matlab/Simulink software. Intensive simulation results are discussed to ensure the validity and feasibility of the proposed fault ride through technique. The scheme protects the DFIG components, fulfills the grid code requirements, and optimizes the hardware added to the generator.",no
8885,Distributed event processing for fault management of Web Services,"Within service orientation (SO) web services (WS) are the defacto standard for implementing service-oriented systems. While consumers of WS want to get uninterrupted and reliable service from the service providers WS providers can not always provide services in the expected level due to faults and failures in the system. As a result the fault management of these systems is becoming crucial. This work presents a distributed event-driven architecture for fault management of Web Services. According to the architecture managed WS report different events to the event databases. From event databases these events are sent to event processors. The event processors are distributed over the network. They process the events, detect fault scenarios in the event stream and manage faults in the WS.",no
8884,Efficient techniques for reducing error latency in on-line periodic BIST,"With transient and intermittent operational faults becoming a dominant failure mode in modern digital systems, the deployment of on-line test technology is becoming a major design objective. On-line periodic BIST is a testing method for the detection of operational faults in digital systems. The method applies a near-minimal deterministic test sequence periodically to the circuit under test and checks the circuit responses to detect the existence of operational faults. On-line periodic BIST is characterized by full error coverage, bounded error latency, moderate space and time redundancy. In this paper, we present various techniques to minimize the error latency without sacrificing the full error coverage. These techniques are primarily based on the reordering the test vectors or the selective repetition of test vectors. Our analytical and preliminary experimental results demonstrate that our techniques lead to a significant reduction in the error latency.",no
8883,Efficient fault simulation techniques and test configuration generation for embedded FPGAs,"With today's system-on-a-chip (SOC) technology, BIST-based techniques are the best solution for the testing of embedded FPGAs with low controllability and observability. In the past, test configurations are usually derived manually and there still lacks of an efficient fault simulator to evaluate the resulted fault coverage. Based on the BIST-based structure, an efficient fault simulator (FPGAsim) for FPGAs is proposed to alleviate it. The fault models can be updated by using a script file as well as the FPGA dimensions. Therefore, the flexibility of FPGAsim is very high. According to the regular structure during the BIST sessions, the simulation complexity can be reduced from O(N<sup>2 </sup>) to O(1). That is, the simulation complexity is independent of the size of an FPGA. The fault simulator proposed above is also helpful for solving the following problems. 1) Given a set of target fault models, generate the required test configurations with 100% fault coverage. 2) Given a set of target fault models and a test length constraint, generate the test configurations with the highest fault coverage. 3) Set the priority of test configurations such that test length/test time can be reduced. In other words, FPGAsim can be used for generation of optimal test configurations",no
8882,A Sun Tracking Error Monitor for Photovoltaic Concentrators,"With today's PV markets bogged down by the shortage of solar grade silicon a handful of start-ups but also well established manufacturers, try to take advantage of the situation and steadily stride towards the commercialisation of photovoltaic concentration technologies. To aid the completion of their ongoing development cycles, and implement production automation and quality control processes, specific instrumentation and machinery is to be developed. Assessment of sun tracking accuracy should not be overlooked, and even more by those players raising very high concentration concepts over the 100X frontier. Some analyses point out that the acceptance angle of present designs in concentration optics may be overestimated even from a theoretical point of view, which added to the still uncertain acceptance angle losses inflicted on the overall system by mass assembly processes, may finally shrink the allowable tolerance and divert the entire burden to the tracking accuracy. Instrumentation for the monitoring of sun tracking operative performance, providing enough sensitivity to gauge the sub-degree accuracy ranges required by high concentration systems is therefore needed, and technical feasibility of this proposal is proven here based in state-of-the-art solid state image sensors",no
8881,Research on low voltage ride through technology for symmetrical grid fault,"With the wind power installation capacity sharply increasing, the effects caused by wind farms on the regional power system stability becomes very remarkable. Accordingly, more and more researches are focused on the low voltage ride through (LVRT) technology used for DFIG under short-time grid fault, and new power grid regulation requires power system to achieve LVRT capability. But we have no interrelated criterion in our country. First, the requirement and applying of LVRT is introduced, and the electromagnetism relation of DFIG stability factor under symmetrical grid fault is analyzed. Then based on the professional power system simulate software platform PSCAD/EMTDC, a LVRT simulation experiment which applied crowbar protection method when grid voltage falls down is done. Recur to this experiment, DFIG performance characteristic is analyzed and some helpful conclusions are achieved. The emulation experiment validate the availability of proposed electromagnetism relation, remarkable effect of improved crowbar, exactness of simulant model.",no
8880,Design of Fault Diagnosis System Based on B/S Structure,"With the wide application of modern electrical technique to weapon systems, weapons become more and more complicated, integrated, high-speed and intellectualized. To insure weapons in their good conditions, the function of fault diagnosis gets more important than before in the process of repairing. Now, it cannot give fault diagnosis quickly and correctly only by conventional means. So developing proper system is in need. This paper designed and developed a network fault diagnosis system based on B/S (Browser/Server) frame through the analysis of the need of fault diagnosis. Taking good use of testing information and diagnosis rules, the system realized open and distributed diagnosing process, and provided a flat of sharing information, which is the technique basis of combining testing and diagnosing. During design, we use Macromedia Dreamweaver MX 2004 as developing software and Java Scripts and VB Scripts in ASP language as scripts to program. It is proved in LAN that the system can utilize present diagnosis rules in database to diagnose fault distributed. Besides, the system is stable with expansibility and security.",no
8879,Adaptive Motion Vector Retrieval Schemes for H.264 Error Concealment,"With the ubiquitous application of Internet and wireless networks, H.264 video communication becomes more and more popular. However, due to the high-efficiently predictive coding and the variable length entropy coding, it is more sensitive to transmission errors. Error concealment (EC) is just an approach to utilize the spatial and temporal correlations to conceal the corrupted region. In this paper, first we propose variable block size error concealment (VBSEC) scheme inspired by variable block size motion estimation (VBSME) in H.264. This scheme provides four EC modes and four sub-block partitions. The whole corrupted macro-block (MB) will be divided into variable block size adoptively according to the actual motion. More precise motion vectors (MV) will be predicted for each sub-block Then MV refinement (MVR) scheme is proposed to refine the MV of the heterogeneous sub-block by utilizing three step search (TSS) algorithm adaptively. Both VBSEC and MVR are based on our improved spatio-temporal boundary matching algorithm (STBMA). By utilizing these schemes, we can reconstruct the corrupted MB in the inter frame more accurately. The experimental results show that our proposed scheme can obtain maximum PSNR gain up to 1.82dB and 1.52dB, respectively compared with the boundary matching algorithm (BMA) adopted in the JM11.0 reference software and STBMA.",no
8878,"Yield Improvement, Fault-Tolerance to the Rescue?","With the technology entering the nano dimension, manufacturing processes are less and less reliable, thus drastically impacting the yield. A possible solution to alleviate this problem in the future could consist in using fault tolerant architectures to tolerate manufacturing defects. In this paper, we analyze the conditions that make the use of a classical triple modular redundancy (TMR) architecture interesting for a yield improvement purpose.",no
8877,"Prediction, Detection, and Correction of Faraday Rotation in Full-Polarimetric L-Band SAR Data","With the synthetic aperture radar (SAR) sensor PALSAR onboard the Advanced Land Observing Satellite, a new full-polarimetric spaceborne L-band SAR instrument has been launched into orbit. At L-band, Faraday rotation (FR) can reach significant values, degrading the quality of the received SAR data. One-way rotations exceeding 25 <sup>deg</sup> are likely to happen during the lifetime of PALSAR, which will significantly reduce the accuracy of geophysical parameter recovery if uncorrected. Therefore, the estimation and correction of FR effects is a prerequisite for data quality and continuity. In this paper, methods for estimating FR are presented and analyzed. The first unambiguous detection of FR in SAR data is presented. A set of real data examples indicates the quality and sensitivity of FR estimation from PALSAR data, allowing the measurement of FR with high precision in areas where such measurements were previously inaccessible. In examples, we present the detection of kilometer-scale ionospheric disturbances, a spatial scale that is not detectable by ground-based GPS measurements. An FR prediction method is presented and validated. Approaches to correct for the estimated FR effects are applied, and their effectiveness is tested on real data.",no
8876,Code construction and FPGA implementation of a low-error-floor multi-rate low-density Parity-check code decoder,"With the superior error correction capability, low-density parity-check (LDPC) codes have initiated wide scale interests in satellite communication, wireless communication, and storage fields. In the past, various structures of single code-rate LDPC decoders have been reported. However, to cover a wide range of service requirements and diverse interference conditions in wireless applications, LDPC decoders that can operate at both high and low code rates are desirable. In this paper, a 9-k code length multi-rate LDPC decoder architecture is presented and implemented on a Xilinx field-programmable gate array device. Using pin selection, three operating modes, namely, the irregular 1/2 code mode, the regular 5/8 code mode, and the regular 7/8 code mode, are supported. Furthermore, to suppress the error floor level, a characterization on the conditions for short cycles in a LDPC code matrix expanded from a small base matrix is presented, and a cycle elimination algorithm is developed to detect and break such short cycles. The effectiveness of the cycle elimination algorithm has been verified by both simulation and hardware measurements, which show that the error floor is suppressed to a much lower level without incurring any performance penalty. The implemented decoder is tested in an experimental LDPC orthogonal frequency division multiplexing system and achieves the superior measured performance of block error rate below 10<sup>-7</sup> at signal-to-noise ratio of 1.8 dB.",no
8875,A method of inverter circuit fault diagnosis based on BP neural network and D-S evidence theory,"With the study and analysis on intelligent fault diagnosis for inverting circuit, an improved diagnosis method combined BP neuron network and D-S evidence theory was proposed. Each measuring point was extracted by BP neural network to obtain the local diagnosis, which is adopted to design the belief function of D-S evidence theory. Multiple monitoring points' information is fused to receive the comprehensive global diagnosis result. The experimental results show that this method has the better feasibility and effectiveness on fault diagnosis in inverter's key components-inverting circuit.",no
8874,Solving Reliable Coverage In Fault Tolerant Energy Efficient Wireless Sensor Network,"With the strong push from applications, fault tolerant and energy efficient property of wireless sensor network has gradually become a hot point. Based on the heuristic method used to generate minimum covers, a novel scheme namely reliable coverage scheme is proposed to solve the reliable coverage problem within the cluster in a hierarchical structured network. Simulations show that this scheme is able to efficiently utilize energy to prolong network lifetime while at the same time keeping missed monitoring at a low level",no
8873,Clinic: A Service Oriented Approach for Fault Tolerance in Wireless Sensor Networks,"With the size and complexity of modern Wireless Sensor Networks (WSNs) systems, a system's ability to recover from faults is becoming more important. A self-healing system is one that has the capability to recover from faults without human intervention during execution. Since WSNs are inherently fault-prone and since their on-site maintenance is infeasible, scalable self-healing is crucial for enabling the deployment of large-scale sensor network applications. Previous work has typically dealt with single faults in isolation, has imposed constraints on systems, or required new protocol elements. In this paper, we attempt to solve some of these problems through the use of service-oriented architecture. We propose a service-oriented self-healing approach, called Clinic, that works with existing network components, e.g. routing protocols, and resources without adding extra overhead on the network. In Clinic, different network capabilities are viewed as services of the network instead of being isolated capabilities of individual nodes. This view of the network promotes collaboration among nodes and information reuse by sharing information collected by one service with other network services. Preliminary evaluation showed that Clinic achieved fault tolerance while keeping low communication overhead by reusing only the information collected by other network services to heal from faults.",no
