Document Title,Abstract,Year,PDF Link,label
Architectural Enhancement and System Software Support for Program Code Integrity Monitoring in Application-Specific Instruction-Set Processors,"Program code in a computer system can be altered either by malicious security attacks or by various faults in microprocessors. At the instruction level, all code modifications are manifested as bit flips. In this paper, we present a generalized methodology for monitoring code integrity at run-time in application-specific instruction-set processors. We embed monitoring microoperations in machine instructions, so the processor is augmented with a hardware monitor automatically. The monitor observes the processor's execution trace at run-time, checks whether it aligns with the expected program behavior, and signals any mismatches. Since the monitor works at a level below the instructions, the monitoring mechanism cannot be bypassed by software or compromised by malicious users. We discuss the ability and limitation of such monitoring mechanism for detecting both soft errors and code injection attacks. We propose two different schemes for managing the monitor, the operating system (OS) managed and application controlled, and design the constituent components within the monitoring architecture. Experimental results show that with an effective hash function implementation, our microarchitectural support can detect program code integrity compromises at a high probability with small area overhead and little performance degradation.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5332238,no
The Future of Integrated Circuits: A Survey of Nanoelectronics,"While most of the electronics industry is dependent on the ever-decreasing size of lithographic transistors, this scaling cannot continue indefinitely. Nanoelectronics (circuits built with components on the scale of 10 nm) seem to be the most promising successor to lithographic based ICs. Molecular-scale devices including diodes, bistable switches, carbon nanotubes, and nanowires have been fabricated and characterized in chemistry labs. Techniques for self-assembling these devices into different architectures have also been demonstrated and used to build small-scale prototypes. While these devices and assembly techniques will lead to nanoscale electronics, they also have the drawback of being prone to defects and transient faults. Fault-tolerance techniques will be crucial to the use of nanoelectronics. Lastly, changes to the software tools that support the fabrication and use of ICs will be needed to extend them to support nanoelectronics. This paper introduces nanoelectronics and reviews the current progress made in research in the areas of technologies, architectures, fault tolerance, and software tools.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5337937,no
Low-Complexity Transcoding of JPEG Images With Near-Optimal Quality Using a Predictive Quality Factor and Scaling Parameters,"A common transcoding operation consists of reducing the file size of a JPEG image to meet bandwidth or device constraints. This can be achieved by reducing its quality factor (QF) or reducing its resolution, or both. In this paper, using the structural similarity (SSIM) index as the quality metric, we present a system capable of estimating the QF and scaling parameters to achieve optimal quality while meeting a device's constraints. We then propose a novel low-complexity JPEG transcoding system which delivers near-optimal quality. The system is capable of predicting the best combination of QF and scaling parameters for a wide range of device constraints and viewing conditions. Although its computational complexity is an order of magnitude smaller than the system providing optimal quality, the proposed system yields quality results very similar to those of the optimal system.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5342473,no
Modulation Quality Measurement in WiMAX Systems Through a Fully Digital Signal Processing Approach,"The performance assessment of worldwide interoperability for microwave access (WiMAX) systems is dealt with. A fully digital signal processing approach for modulation quality measurement is proposed, which is particularly addressed to transmitters based on orthogonal frequency-division multiplexing (OFDM) modulation. WiMAX technology deployment is rapidly increasing. To aid researchers, manufactures, and technicians in designing, realizing, and installing devices and apparatuses, some measurement solutions are already available, and new ones are being released on the market. All of them are arranged to complement an <i>ad hoc</i> digital signal processing software with an existing specialized measurement instrument such as a real-time spectrum analyzer or a vector signal analyzer. Furthermore, they strictly rely on a preliminary analog downconversion of the radio-frequency input signal, which is a basic front-end function provided by the cited instruments, to suitably digitize and digitally process the acquired samples. In the same way as the aforementioned solutions, the proposed approach takes advantage of existing instruments, but different from them, it provides for a direct digitization of the radio-frequency input signal. No downconversion is needed, and the use of general-purpose measurement hardware such as digital scopes or data acquisition systems is thus possible. A proper digital signal processing algorithm, which was designed and implemented by the authors, then demodulates the digitized signal, extracts the desired measurement information from its baseband components, and assesses its modulation quality. The results of several experiments conducted on laboratory WiMAX signals show the effectiveness and reliability of the approach with respect to the major competitive solutions; its superior performance in special physical-layer conditions is also highlighted.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5353716,no
Hybrid Simulated Annealing and Its Application to Optimization of Hidden Markov Models for Visual Speech Recognition,"We propose a novel stochastic optimization algorithm, <i>hybrid simulated annealing</i> (SA), to train hidden Markov models (HMMs) for visual speech recognition. In our algorithm, SA is combined with a local optimization operator that substitutes a better solution for the current one to improve the convergence speed and the quality of solutions. We mathematically prove that the sequence of the objective values converges in probability to the global optimum in the algorithm. The algorithm is applied to train HMMs that are used as visual speech recognizers. While the popular training method of HMMs, the expectation-maximization algorithm, achieves only local optima in the parameter space, the proposed method can perform global optimization of the parameters of HMMs and thereby obtain solutions yielding improved recognition performance. The superiority of the proposed algorithm to the conventional ones is demonstrated via isolated word recognition experiments.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5373955,no
Performability Analysis of Multistate Computing Systems Using Multivalued Decision Diagrams,"A distinct characteristic of multistate systems (MSS) is that the systems and/or their components may exhibit multiple performance levels (or states) varying from perfect operation to complete failure. MSS can model behaviors such as shared loads, performance degradation, imperfect fault coverage, standby redundancy, limited repair resources, and limited link capacities. The nonbinary state property of MSS and their components as well as dependencies existing among different states of the same component make the analysis of MSS difficult. This paper proposes efficient algorithms for analyzing MSS using multivalued decision diagrams (MDD). Various reliability, availability, and performability measures based on state probabilities or failure frequencies are considered. The application and advantages of the proposed algorithms are demonstrated through two examples. Furthermore, experimental results on a set of benchmark examples are presented to illustrate the advantages of the proposed MDD-based method for the performability analysis of MSS, as compared to the existing methods.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5374373,no
The Probabilistic Program Dependence Graph and Its Application to Fault Diagnosis,"This paper presents an innovative model of a program's internal behavior over a set of test inputs, called the probabilistic program dependence graph (PPDG), which facilitates probabilistic analysis and reasoning about uncertain program behavior, particularly that associated with faults. The PPDG construction augments the structural dependences represented by a program dependence graph with estimates of statistical dependences between node states, which are computed from the test set. The PPDG is based on the established framework of probabilistic graphical models, which are used widely in a variety of applications. This paper presents algorithms for constructing PPDGs and applying them to fault diagnosis. The paper also presents preliminary evidence indicating that a PPDG-based fault localization technique compares favorably with existing techniques. The paper also presents evidence indicating that PPDGs can be useful for fault comprehension.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5374423,no
Vulnerability Discovery with Attack Injection,"The increasing reliance put on networked computer systems demands higher levels of dependability. This is even more relevant as new threats and forms of attack are constantly being revealed, compromising the security of systems. This paper addresses this problem by presenting an attack injection methodology for the automatic discovery of vulnerabilities in software components. The proposed methodology, implemented in AJECT, follows an approach similar to hackers and security analysts to discover vulnerabilities in network-connected servers. AJECT uses a specification of the server's communication protocol and predefined test case generation algorithms to automatically create a large number of attacks. Then, while it injects these attacks through the network, it monitors the execution of the server in the target system and the responses returned to the clients. The observation of an unexpected behavior suggests the presence of a vulnerability that was triggered by some particular attack (or group of attacks). This attack can then be used to reproduce the anomaly and to assist the removal of the error. To assess the usefulness of this approach, several attack injection campaigns were performed with 16 publicly available POP and IMAP servers. The results show that AJECT could effectively be used to locate vulnerabilities, even on well-known servers tested throughout the years.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5374427,no
Evaluation of Accuracy in Design Pattern Occurrence Detection,"Detection of design pattern occurrences is part of several solutions to software engineering problems, and high accuracy of detection is important to help solve the actual problems. The improvement in accuracy of design pattern occurrence detection requires some way of evaluating various approaches. Currently, there are several different methods used in the community to evaluate accuracy. We show that these differences may greatly influence the accuracy results, which makes it nearly impossible to compare the quality of different techniques. We propose a benchmark suite to improve the situation and a community effort to contribute to, and evolve, the benchmark suite. Also, we propose fine-grained metrics assessing the accuracy of various approaches in the benchmark suite. This allows comparing the detection techniques and helps improve the accuracy of detecting design pattern occurrences.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5374428,no
Assessing Software Service Quality and Trustworthiness at Selection Time,"The integration of external software in project development is challenging and risky, notably because the execution quality of the software and the trustworthiness of the software provider may be unknown at integration time. This is a timely problem and of increasing importance with the advent of the SaaS model of service delivery. Therefore, in choosing the SaaS service to utilize, project managers must identify and evaluate the level of risk associated with each candidate. Trust is commonly assessed through reputation systems; however, existing systems rely on ratings provided by consumers. This raises numerous issues involving the subjectivity and unfairness of the service ratings. This paper describes a framework for reputation-aware software service selection and rating. A selection algorithm is devised for service recommendation, providing SaaS consumers with the best possible choices based on quality, cost, and trust. An automated rating model, based on the expectancy-disconfirmation theory from market science, is also defined to overcome feedback subjectivity issues. The proposed rating and selection models are validated through simulations, demonstrating that the system can effectively capture service behavior and recommend the best possible choices.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5383370,no
Exception Handling for Repair in Service-Based Processes,"This paper proposes a self-healing approach to handle exceptions in service-based processes and to repair the faulty activities with a model-based approach. In particular, a set of repair actions is defined in the process model, and repairability of the process is assessed by analyzing the process structure and the available repair actions. During execution, when an exception arises, repair plans are generated by taking into account constraints posed by the process structure, dependencies among data, and available repair actions. The paper also describes the main features of the prototype developed to validate the proposed repair approach for composed Web services; the self-healing architecture for repair handling and the experimental results are illustrated.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5383376,no
Using Launch-on-Capture for Testing BIST Designs Containing Synchronous and Asynchronous Clock Domains,"This paper presents a new at-speed logic built-in self-test (BIST) architecture supporting two launch-on-capture schemes, namely aligned double-capture and staggered double-capture, for testing multi-frequency synchronous and asynchronous clock domains in a scan-based BIST design. The proposed architecture also includes BIST debug and diagnosis circuitry to help locate BIST failures. The aligned scheme detects and allows diagnosis of structural and delay faults among all synchronous clock domains, whereas the staggered scheme detects and allows diagnosis of structural and delay faults among all asynchronous clock domains. Both schemes solve the long-standing problem of using the conventional one-hot scheme, which requires testing each clock domain one at a time, or the simultaneous scheme, which requires adding isolation logic to normal functional paths across interacting clock domains. Physical implementation is easily achieved by the proposed solution due to the use of a slow-speed, global scan enable signal and reduced timing-critical design requirements. Application results for industrial designs demonstrate the effectiveness of the proposed architecture.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5395739,no
A Traveling-Wave-Based Protection Technique Using Wavelet/PCA Analysis,"This paper proposes a powerful high-speed traveling-wave-based technique for the protection of power transmission lines. The proposed technique uses principal component analysis to identify the dominant pattern of the signals preprocessed by wavelet transform. The proposed protection algorithm presents a discriminating method based on the polarity, magnitude, and time interval between the detected traveling waves at the relay location. A supplemental algorithm consisting of a high-set overcurrent relay as well as an impedance-based relay is also proposed. This is done to overcome the well-known shortcomings of traveling-wave-based protection techniques for the detection of very close-in faults and single-phase-to-ground faults occurring at small voltage magnitudes. The proposed technique is evaluated for the protection of a two-terminal transmission line. Extensive simulation studies using PSCAD/EMTDC software indicate that the proposed approach is reliable for rapid and correct identification of various fault cases. It identifies most of the internal faults very rapidly in less than 2 ms. In addition, the proposed technique presents high noise immunity.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5404978,no
Efficient Software Verification: Statistical Testing Using Automated Search,"Statistical testing has been shown to be more efficient at detecting faults in software than other methods of dynamic testing such as random and structural testing. Test data are generated by sampling from a probability distribution chosen so that each element of the software's structure is exercised with a high probability. However, deriving a suitable distribution is difficult for all but the simplest of programs. This paper demonstrates that automated search is a practical method of finding near-optimal probability distributions for real-world programs, and that test sets generated from these distributions continue to show superior efficiency in detecting faults in the software.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5406530,no
Application of Prognostic and Health Management technology on aircraft fuel system,"Prognostic and health management (PHM), which could provide the ability of fault detection (FD), fault isolation (FI) and estimation of remaining useful life (RUL), has been applied to detect and diagnose device faults and assess its health status, with aiming to enhance device reliability, safety, and reduce its maintenance costs. In this paper, taking an aircraft fuel system as an example, with virtual instrument technology and computer simulation technology, an integrated approach of signal processing method and model-based method is introduced to build the virtual simulation software of aircraft fuel PHM system for overcoming the difficulty in obtaining the failures information from the real fuel system. During the process of constructing the aircraft fuel PHM system, the first step is to analyze the fuel system failure modes and status parameters that can identify the failure modes. The main failure modes are determined as joints looseness, pipe broken, nozzle clogging, and fuel tank leakage. The status parameters are fuel pressure and fuel flow. Then, the status parameter model is constructed to imitate the behavior of sensor which detecting fuel system status. On this basis, utilizing the signal processing module provided by Labview software, the outputs from the virtual sensors, which collect the failure data, are processed to realize the simulation of failure detection and failure diagnosis. All the result shows that the virtual simulation software well accomplishes the task of the aircraft fuel system failure detection and diagnosis.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5413340,no
A stochastic filtering based data driven approach for residual life prediction and condition based maintenance decision making support,"As an efficient means of detecting potential plant failure, condition monitoring is growing popular in industry with million's spent on condition monitoring hardware and software. The use of condition monitoring techniques will generally increase plant availability and reduce downtime costs, but in some cases it will also tend to over-maintaining the plant in question. There is obviously a need for appropriate decision support in plant maintenance planning utilising available condition monitoring information, but compared to the extensive literature on diagnosis, relatively little research has been done on the prognosis side of condition based maintenance. In plant prognosis, a key, but often uncertain quantity to be modelled is the residual life prediction based on available condition information to date. This paper shall focus upon such a residual life prediction of the monitored items in condition based maintenance and review the recent developments in modelling residual life prediction using stochastic filtering. We first demonstrate the role of residual life prediction in condition based maintenance decision making, which highlights the need for such a prediction. We then discuss in detail the basic filtering model we used for residual life prediction and the extensions we made. We finally present briefly the result of the comparative studies between the filtering based model and other models using empirical data. The results show that the filtering based approach is the best in terms of prediction accuracy and cost effectiveness.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5413485,no
Improving interpretation of component-based systems quality through visualisation techniques,"Component-based software development is increasingly more commonplace and is widely used in the development of commercial software systems. This has led to the existence of several research works focusing on software component-based systems quality. The majority of this research proposes quality models focused on component-based systems in which different measures are proposed. In general, the result of assessing the measures is a number, which is necessary to determine the component-based system quality level. However, understanding and interpreting the data set is not an easy task. In order to facilitate the interpretation of results, this study selects and adapts a specific visual metaphor with which to show component-based systems quality. A tool has additionally been developed which permits the automatic assessment of the measures to be carried out. The tool also shows the results visually and proposes corrective actions through which to improve the level of quality. A case study is used to assess and to show the quality of a real-world component-based software system in a graphic manner.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5415511,no
Computer-aided recoding for multi-core systems,"The design of embedded computing systems faces a serious productivity gap due to the increasing complexity of their hardware and software components. One solution to address this problem is the modeling at higher levels of abstraction. However, manually writing proper executable system models is challenging, error-prone, and very time-consuming. We aim to automate critical coding tasks in the creation of system models. This paper outlines a novel modeling technique called computer-aided recoding which automates the process of writing abstract models of embedded systems by use of advanced computer-aided design (CAD) techniques. Using an interactive, designer-controlled approach with automated source code transformations, our computer-aided recoding technique derives an executable parallel system model directly from available sequential reference code. Specifically, we describe three sets of source code transformations that create structural hierarchy, expose potential parallelism, and create explicit communication and synchronization. As a result, system modeling is significantly streamlined. Our experimental results demonstrate the shortened design time and higher productivity.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5419796,no
The Theory of Relative Dependency: Higher Coupling Concentration in Smaller Modules,"Our observations on several large-scale software products has consistently shown that smaller modules are proportionally more defect prone. These findings, challenge the common recommendations from the literature suggesting that quality assurance (QA) and quality control (QC) resources should focus on larger modules. Those recommendations are based on the unfounded assumption that a monotonically increasing linear relationship exists between module size and defects. Given that complexity is correlated with the size.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5420801,no
Assess Content Comprehensiveness of Ontologies,"This paper proposes a novel method to assess and evaluate content comprehensiveness of ontologies. Comparing to other researchers methods which just count the number of classes and properties, the method concerns about the actual content coverage of ontologies. By applying statistical analysis to a corpus, we assign different weights to different terms chosen from the corpus. These terms are then used for evaluating ontologies. Afterwards, a score is generated for each ontology to mark its content comprehensiveness. Experiments are then appropriately designed to evaluate the qualities of typical ontologies to show the effectiveness of the proposed evaluation method.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5421334,no
The end of the blur,"This paper describes the application of NASA's software that calculates optical aberrations (wavefront errors). The power of this software lies in its ability to use an optical system's existing camera as a sensor to detect its own error, without installing any separate devices. This software is expected to sharpen images from space and improving the image quality of the astronomical telescopes, it could also redefine perfect vision for humans.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5421901,no
Condition Monitoring of the Power Output of Wind Turbine Generators Using Wavelets,"With an increasing number of wind turbines being erected offshore, there is a need for cost-effective, predictive, and proactive maintenance. A large fraction of wind turbine downtime is due to bearing failures, particularly in the generator and gearbox. One way of assessing impending problems is to install vibration sensors in key positions on these subassemblies. Such equipment can be costly and requires sophisticated software for analysis of the data. An alternative approach, which does not require extra sensors, is investigated in this paper. This involves monitoring the power output of a variable-speed wind turbine generator and processing the data using a wavelet in order to extract the strength of particular frequency components, characteristic of faults. This has been done for doubly fed induction generators (DFIGs), commonly used in modern variable-speed wind turbines. The technique is first validated on a test rig under controlled fault conditions and then is applied to two operational wind turbine DFIGs where generator shaft misalignment was detected. For one of these turbines, the technique detected a problem 3 months before a bearing failure was recorded.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5422657,no
Predictive data mining model for software bug estimation using average weighted similarity,"Software bug estimation is a very essential activity for effective and proper software project planning. All the software bug related data are kept in software bug repositories. Software bug (defect) repositories contains lot of useful information related to the development of a project. Data mining techniques can be applied on these repositories to discover useful interesting patterns. In this paper a prediction data mining technique is proposed to predict the software bug estimation from a software bug repository. A two step prediction model is proposed In the first step bug for which estimation is required, its summary and description is matched against the summary and description of bugs available in bug repositories. A weighted similarity model is suggested to match the summary and description for a pair of software bugs. In the second step the fix duration of all the similar bugs are calculated and stored and its average is calculated, which indicates the predicted estimation of a bug. The proposed model is implemented using open source technologies and is explained with the help of illustrative example.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5422923,no
Towards Enhanced User Interaction to Qualify Web Resources for Higher-Layered Applications,"The Web offers autonomous and frequently useful resources in growing manner. User Generated Content (UGC) like Wikis, Weblogs or Webfeeds often do not have one responsible authorship or declared experts who checked the created content for e.g. accuracy, availability, objectivity or reputation. The user is not able easily, to control the quality of the content he receives. If we want to utilize the distributed information flood as a linked knowledge base for higher-layered applications - e.g. for knowledge transfer and learning - information quality (iq) is a very important and complex aspect to analyze, personalize and annotate resources. In general, low information quality is one of the main discriminators of data sources on the Web. Assessing information quality with measurable terms can offer a personalized and smart view on a broad, global knowledge base. We developed the qKAI application framework to utilize available, distributed data sets in a practically manner. In the following we present our adaption of information quality aspects to qualify Web resources based on a three-level assessment model. We deploy knowledge-related iq-criteria as tool to implement iq-mechanisms stepwise into the qKAI framework. Here, we exemplify selected criteria of information quality in qKAI like relevance or accuracy. We derived assessment methods for certain iq-criteria enabling rich, game-based user interaction and semantic resource annotation. Open Content is embedded into knowledge games to increase the users' access and learning motivation. As side effect the resources' quality is enhanced stepwise by ongoing user interaction.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5430000,no
Transparent Fault Tolerance of Device Drivers for Virtual Machines,"In a consolidated server system using virtualization, physical device accesses from guest virtual machines (VMs) need to be coordinated. In this environment, a separate driver VM is usually assigned to this task to enhance reliability and to reuse existing device drivers. This driver VM needs to be highly reliable, since it handles all the I/O requests. This paper describes a mechanism to detect and recover the driver VM from faults to enhance the reliability of the whole system. The proposed mechanism is transparent in that guest VMs cannot recognize the fault and the driver VM can recover and continue its I/O operations. Our mechanism provides a progress monitoring-based fault detection that is isolated from fault contamination with low monitoring overhead. When a fault occurs, the system recovers by switching the faulted driver VM to another one. The recovery is performed without service disconnection or data loss and with negligible delay by fully exploiting the I/O structure of the virtualized system.",2010,http://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5432158,no
